10.212.9.121	US
10.212.9.128	US
10.212.9.126	FF
10.212.9.135	US
10.212.9.132	US
10.212.9.144	US
10.212.9.129	FF
10.212.9.148	US
10.212.9.133	US
10.212.9.116	US
10.212.9.157	US
10.212.9.134	US
10.212.9.146	FF
10.212.9.145	US
10.212.9.152	US
10.212.9.153	FF
10.212.9.142	US
10.212.9.140	US
10.212.9.150	FF
10.212.9.158	US
10.212.9.163	US
10.212.9.156	US
10.212.9.167	FF
10.212.9.160	US
10.212.9.159	US
10.212.9.175	US
10.212.9.120	US
10.212.9.171	US
10.212.9.172	US
10.212.9.164	US
10.212.9.180	US
10.212.9.162	US
10.212.9.166	US
10.212.9.119	FF
10.212.9.169	US
10.212.9.173	US
10.212.9.184	US
10.212.9.170	US
10.212.9.174	FF
10.212.9.176	US
10.212.9.123	FF
10.212.9.188	FF
10.212.9.181	FF
10.212.9.190	US
10.212.9.201	US
10.212.9.186	FF
10.212.9.183	FF
10.212.9.187	US
10.212.9.191	US
10.212.9.193	US
10.212.9.127	US
10.212.9.199	US
10.212.9.192	US
10.212.9.198	US
10.212.9.202	US
10.212.9.200	US
10.212.9.211	FF
10.212.9.206	FF
10.212.9.203	US
10.212.9.207	US
10.212.9.205	FF
10.212.9.212	FF
10.212.9.214	US
10.212.9.210	US
10.212.9.216	US
10.212.9.139	FF
10.212.9.147	US
10.212.9.137	US
10.212.9.117	US
10.142.129.88	TV
10.142.128.117	TV
10.142.128.61	PLATFORM
10.142.132.229	TV
10.142.132.236	MOBILE
10.142.128.112	PLATFORM
10.212.10.12	FF
10.212.10.28	FF
10.212.10.5	US
10.212.9.248	FF
10.212.10.25	FF
10.212.10.27	FF
10.212.10.26	FF
10.212.10.23	US
10.212.9.252	FF
10.212.10.13	FF
10.212.10.17	US
10.212.9.246	US
10.212.10.16	FF
10.212.10.14	FF
10.212.10.9	US
10.212.10.2	US
10.212.9.247	US
10.212.10.0	FF
10.212.10.20	US
10.212.10.11	US
10.212.10.4	FF
10.212.10.19	FF
10.212.10.3	US
10.212.10.22	US
10.212.10.18	US
10.212.10.21	US
10.212.10.24	US
10.212.10.58	US
10.212.10.42	FF
10.212.10.43	US
10.212.10.34	US
10.212.10.53	US
10.212.10.59	US
10.212.10.46	US
10.212.10.57	US
10.212.10.47	US
10.212.10.52	US
10.212.10.49	US
10.212.10.32	US
10.212.10.40	FF
10.212.10.64	FF
10.212.10.65	FF
10.142.128.99	TV.EUI
10.142.128.167	TV.EUI
10.142.129.201	TV.EUI
10.142.129.47	TV.EUI
10.142.129.54	TV.EUI
10.142.129.68	TV.EUI
10.142.129.75	TV.EUI
10.142.129.82	TV.EUI
10.142.129.84	TV.EUI
10.142.129.91	TV.EUI
10.142.130.179	TV.EUI
10.142.130.177	TV.EUI
10.142.130.175	TV.EUI
10.142.130.174	TV.EUI
10.142.130.169	TV.EUI
10.142.130.171	TV.EUI
10.142.130.155	TV.EUI
10.142.130.110	TV.EUI
10.142.130.105	TV.EUI
10.142.130.61	TV.EUI
10.142.130.64	TV.EUI
10.142.130.63	TV.EUI
10.142.130.33	TV.EUI
10.142.130.22	TV.EUI
10.142.132.142	TV.EUI
10.142.132.111	TV.EUI
10.142.132.191	TV.EUI
10.142.132.171	TV.EUI
10.142.132.181	TV.EUI
10.142.132.61	TV.EUI
10.142.132.116	TV.EUI
10.142.132.91	TV.EUI
10.142.132.140	TV.EUI
10.142.132.112	TV.EUI
10.142.132.28	TV.EUI
10.142.132.75	TV.EUI
10.142.132.95	TV.EUI
10.142.132.85	TV.EUI
10.142.132.23	MOBILE.CAMERA
10.142.132.221	MOBILE.CAMERA
